date,ticker,company,industry,close,return,volume,1eur_usd,1eur_gbp
2023-10-03,ADS.DE,Adidas,Sporting goods,158.7681884765625,-2.357232730843495,415385.0,1.0469,0.86775
2023-10-04,ADS.DE,Adidas,Sporting goods,160.1511688232422,0.8710689212680922,339492.0,1.0497,0.86588
2023-10-05,ADS.DE,Adidas,Sporting goods,154.26356506347656,-3.67627898255537,817310.0,1.0526,0.86605
2023-10-06,ADS.DE,Adidas,Sporting goods,157.30616760253906,1.9723403499786407,533804.0,1.0563,0.86510
2023-10-10,ADS.DE,Adidas,Sporting goods,167.79718017578125,6.669167988218705,549881.0,1.0582,0.86390
2023-10-11,ADS.DE,Adidas,Sporting goods,167.599609375,-0.11774381463042216,482923.0,1.0604,0.86265
2023-10-12,ADS.DE,Adidas,Sporting goods,167.87620544433594,0.1650338389017625,406610.0,1.0619,0.86260
2023-10-13,ADS.DE,Adidas,Sporting goods,165.5448760986328,-1.388719348005596,399154.0,1.0524,0.86415
2023-10-16,ADS.DE,Adidas,Sporting goods,168.3306121826172,1.682767929539919,373243.0,1.0538,0.86545
2023-10-17,ADS.DE,Adidas,Sporting goods,168.8838348388672,0.3286524352741127,269614.0,1.0569,0.86820
2023-10-18,ADS.DE,Adidas,Sporting goods,174.21824645996094,3.1586277195702728,838420.0,1.0565,0.86610
2023-10-19,ADS.DE,Adidas,Sporting goods,172.20303344726562,-1.1567175388591977,452874.0,1.0558,0.87098
2023-10-20,ADS.DE,Adidas,Sporting goods,167.93548583984375,-2.478206987409859,632942.0,1.0591,0.87213
2023-10-23,ADS.DE,Adidas,Sporting goods,166.94761657714844,-0.5882433112662233,369994.0,1.0597,0.87153
2023-10-24,ADS.DE,Adidas,Sporting goods,169.9309539794922,1.7869901131323473,575146.0,1.0632,0.87025
2023-10-25,ADS.DE,Adidas,Sporting goods,169.41726684570312,-0.30229167891980824,430288.0,1.0576,0.87240
2023-10-26,ADS.DE,Adidas,Sporting goods,164.4384765625,-2.938773819163054,511175.0,1.0540,0.87170
2023-10-27,ADS.DE,Adidas,Sporting goods,164.28041076660156,-0.09612458057427498,393507.0,1.0541,0.87023
2023-10-30,ADS.DE,Adidas,Sporting goods,164.41871643066406,0.08418877419231752,271503.0,1.0605,0.87345
2023-10-31,ADS.DE,Adidas,Sporting goods,165.1694793701172,0.45661647028472085,381826.0,1.0619,0.87366
2023-11-01,ADS.DE,Adidas,Sporting goods,164.971923828125,-0.11960777665799283,290827.0,1.0537,0.86945
2023-11-02,ADS.DE,Adidas,Sporting goods,169.1011505126953,2.5029875319101613,539240.0,1.0661,0.87305
2023-11-03,ADS.DE,Adidas,Sporting goods,168.40965270996094,-0.4089255458273544,637877.0,1.0702,0.86983
2023-11-06,ADS.DE,Adidas,Sporting goods,169.91119384765625,0.8916004002937461,353001.0,1.0741,0.86640
2023-11-07,ADS.DE,Adidas,Sporting goods,169.79266357421875,-0.06976013219222033,479414.0,1.0686,0.86855
2023-11-08,ADS.DE,Adidas,Sporting goods,167.56008911132812,-1.3148827610650726,924845.0,1.0671,0.87015
2023-11-09,ADS.DE,Adidas,Sporting goods,171.8671417236328,2.570452567283521,649812.0,1.0691,0.87205
2023-11-10,ADS.DE,Adidas,Sporting goods,168.82455444335938,-1.7703135397259429,538286.0,1.0683,0.87435
2023-11-13,ADS.DE,Adidas,Sporting goods,168.01451110839844,-0.47981369631436843,414170.0,1.0670,0.87155
2023-11-14,ADS.DE,Adidas,Sporting goods,176.845947265625,5.25635321554383,972843.0,1.0724,0.87230
2023-11-15,ADS.DE,Adidas,Sporting goods,176.7471466064453,-0.05586820659864156,518244.0,1.0868,0.87188
2023-11-16,ADS.DE,Adidas,Sporting goods,174.41580200195312,-1.3190281423231642,447878.0,1.0849,0.87520
2023-11-17,ADS.DE,Adidas,Sporting goods,177.4584197998047,1.7444622350315964,582988.0,1.0872,0.87395
2023-11-20,ADS.DE,Adidas,Sporting goods,179.49339294433594,1.1467323707868848,460639.0,1.0928,0.87630
2023-11-21,ADS.DE,Adidas,Sporting goods,182.89161682128906,1.8932306204757943,581169.0,1.0955,0.87326
2023-11-22,ADS.DE,Adidas,Sporting goods,185.08465576171875,1.199092106322519,449628.0,1.0911,0.87030
2023-11-23,ADS.DE,Adidas,Sporting goods,183.5238494873047,-0.8432931773790453,241488.0,1.0900,0.86940
2023-11-24,ADS.DE,Adidas,Sporting goods,182.2001190185547,-0.7212852566290451,300657.0,1.0916,0.86818
2023-11-27,ADS.DE,Adidas,Sporting goods,182.9904022216797,0.43374461409901865,288531.0,1.0951,0.86671
2023-11-28,ADS.DE,Adidas,Sporting goods,184.39315795898438,0.766573394163772,334517.0,1.0949,0.86820
2023-11-29,ADS.DE,Adidas,Sporting goods,190.3795623779297,3.246543681559433,739654.0,1.0985,0.86525
2023-11-30,ADS.DE,Adidas,Sporting goods,189.80661010742188,-0.3009526145303476,681995.0,1.0931,0.86368
2023-12-01,ADS.DE,Adidas,Sporting goods,191.88111877441406,1.0929591260378624,399386.0,1.0875,0.86045
2023-12-04,ADS.DE,Adidas,Sporting goods,192.2762451171875,0.20592247183943702,374622.0,1.0868,0.85790
2023-12-05,ADS.DE,Adidas,Sporting goods,192.90846252441406,0.32880682002149886,359290.0,1.0817,0.85723
2023-12-06,ADS.DE,Adidas,Sporting goods,194.6075897216797,0.8807945359320835,355895.0,1.0778,0.85610
2023-12-07,ADS.DE,Adidas,Sporting goods,188.7792510986328,-2.994918456871254,788365.0,1.0771,0.85750
2023-12-08,ADS.DE,Adidas,Sporting goods,191.0117950439453,1.1826214651874167,572328.0,1.0777,0.85690
2023-12-11,ADS.DE,Adidas,Sporting goods,191.64401245117188,0.3309834385259336,446246.0,1.0757,0.85580
2023-12-12,ADS.DE,Adidas,Sporting goods,191.11058044433594,-0.27834525066200433,352640.0,1.0804,0.85928
2023-12-13,ADS.DE,Adidas,Sporting goods,191.64401245117188,0.27912217397680905,414848.0,1.0787,0.86120
2023-12-14,ADS.DE,Adidas,Sporting goods,195.00271606445312,1.7525742496844243,785397.0,1.0919,0.85955
2023-12-15,ADS.DE,Adidas,Sporting goods,190.18199157714844,-2.4721319705676925,1287219.0,1.0946,0.85833
2023-12-18,ADS.DE,Adidas,Sporting goods,189.9053955078125,-0.14543757116126654,341040.0,1.0918,0.86263
2023-12-19,ADS.DE,Adidas,Sporting goods,191.05130004882812,0.6034081011502934,396217.0,1.0962,0.86095
2023-12-20,ADS.DE,Adidas,Sporting goods,193.5604705810547,1.3133491013069598,484778.0,1.0944,0.86555
2023-12-21,ADS.DE,Adidas,Sporting goods,192.05892944335938,-0.7757478235033144,386794.0,1.0983,0.86805
2023-12-22,ADS.DE,Adidas,Sporting goods,181.90374755859375,-5.28753435947924,1035464.0,1.1023,0.86660
2023-12-27,ADS.DE,Adidas,Sporting goods,183.3065185546875,0.7711611304994648,337533.0,1.1065,0.86830
2023-12-28,ADS.DE,Adidas,Sporting goods,181.86424255371094,-0.7868110814325924,323489.0,1.1114,0.87060
2023-12-29,ADS.DE,Adidas,Sporting goods,181.92352294921875,0.032595959862913304,161239.0,1.1050,0.86905
2024-01-02,ADS.DE,Adidas,Sporting goods,180.007080078125,-1.053433244929347,376060.0,1.0956,0.86645
2024-01-03,ADS.DE,Adidas,Sporting goods,176.98423767089844,-1.6792908400684148,399469.0,1.0919,0.86470
2024-01-04,ADS.DE,Adidas,Sporting goods,171.64981079101562,-3.014068908103651,866859.0,1.0953,0.86278
2024-01-05,ADS.DE,Adidas,Sporting goods,171.3732147216797,-0.16113974612689264,514414.0,1.0921,0.86210
2024-01-08,ADS.DE,Adidas,Sporting goods,174.59364318847656,1.8791900893188274,498428.0,1.0946,0.86150
2024-01-09,ADS.DE,Adidas,Sporting goods,175.93711853027344,0.7694869740169086,428916.0,1.0940,0.85938
2024-01-10,ADS.DE,Adidas,Sporting goods,177.2015838623047,0.7187029903605424,429634.0,1.0946,0.86023
2024-01-11,ADS.DE,Adidas,Sporting goods,175.48269653320312,-0.9700180391374102,397507.0,1.0987,0.86145
2024-01-12,ADS.DE,Adidas,Sporting goods,175.3839111328125,-0.0562935277051313,307702.0,1.0942,0.85950
2024-01-15,ADS.DE,Adidas,Sporting goods,173.54649353027344,-1.0476545942390558,228934.0,1.0945,0.86075
2024-01-16,ADS.DE,Adidas,Sporting goods,169.91119384765625,-2.0947122633641957,407779.0,1.0882,0.86078
2024-01-17,ADS.DE,Adidas,Sporting goods,163.50990295410156,-3.767433297710887,642715.0,1.0877,0.85818
