month,ticker,company,industry,close,return,unemployment_rate,interest_rate
2023-11,ADS.DE,Adidas,Sporting goods,189.80661010742188,14.916273170600114,5.6,4.5
2023-11,AIR.PA,Airbus,Aerospace,130.9259033203125,7.855558806310281,5.6,4.5
2023-11,ALV.DE,Allianz,Insurance,209.86875915527344,4.391135030419169,5.6,4.5
2023-11,BAS.DE,BASF,Chemicals & Pharmaceuticals,37.8194694519043,-1.9524465537992586,5.6,4.5
2023-11,BAYN.DE,Bayer,Chemicals & Pharmaceuticals,31.08465576171875,-22.872603332263786,5.6,4.5
2023-11,BEI.DE,Beiersdorf,Consumer goods,126.6786880493164,3.748478985221171,5.6,4.5
2023-11,BMW.DE,BMW,Automotive industry,85.40716552734375,9.083648621746176,5.6,4.5
2023-11,BNR.DE,Brenntag,Chemicals & Pharmaceuticals,74.08368682861328,13.063315499528372,5.6,4.5
2023-11,CBK.DE,Commerzbank,Banks,10.685253143310547,10.788179838693,5.6,4.5
2023-11,CON.DE,Continental,Automotive industry,66.06874084472656,15.592432839084246,5.6,4.5
2023-11,DTG.DE,Daimler Truck,Automotive industry,27.087303161621094,0.7089777443945788,5.6,4.5
2023-11,DBK.DE,Deutsche Bank,Banks,10.801321029663086,10.33218581816202,5.6,4.5
2023-11,DB1.DE,Deutsche Börse,Stock exchange,168.18618774414062,12.306698949779914,5.6,4.5
2023-11,DHL.DE,Deutsche Post,Logistics,39.05084228515625,17.083793544812732,5.6,4.5
2023-11,DTE.DE,Deutsche Telekom,Telecommunications,20.621747970581055,7.326003180747387,5.6,4.5
2023-11,EOAN.DE,E.ON,Energy,11.04898452758789,6.372556895780024,5.6,4.5
2023-11,FRE.DE,Fresenius,Medical technology,28.41584014892578,20.00824538510968,5.6,4.5
2023-11,FME.DE,Fresenius Medical Care,Hospitals,35.55358123779297,20.146870613811195,5.6,4.5
2023-11,G1A.DE,GEA Group,Mechanical engineering,32.17139434814453,4.623037148361142,5.6,4.5
2023-11,HNR1.DE,Hannover Rück,Insurance,205.5947265625,5.136832672638225,5.6,4.5
2023-11,HEI.DE,Heidelberg Materials,Building materials,71.29637908935547,9.228983760401643,5.6,4.5
2023-11,HEN3.DE,Henkel,Consumer goods,68.30500793457031,6.051701079958627,5.6,4.5
2023-11,IFX.DE,Infineon,Semiconductors,34.85565185546875,29.390353528001345,5.6,4.5
2023-11,MBG.DE,Mercedes-Benz Group,Automotive industry,50.869930267333984,7.486924077028045,5.6,4.5
2023-11,MRK.DE,Merck,Chemicals & Pharmaceuticals,154.92864990234375,12.504362930195988,5.6,4.5
2023-11,MTX.DE,MTU Aero Engines,Aerospace,184.85765075683594,6.073439216794974,5.6,4.5
2023-11,MUV2.DE,Münchener Rück,Insurance,364.4168395996094,3.2496654885812104,5.6,4.5
2023-11,PAH3.DE,Porsche Automobil Holding,Holding company,40.298828125,6.429410357812748,5.6,4.5
2023-11,QIA.DE,Qiagen,Biotechnology,37.36024856567383,7.203870115355837,5.6,4.5
2023-11,RHM.DE,Rheinmetall,Defense technology,271.60919189453125,2.0709996400026576,5.6,4.5
2023-11,RWE.DE,RWE,Energy,36.95393371582031,8.967608542109362,5.6,4.5
2023-11,SAP.DE,SAP,Software,142.37567138671875,14.786178613949374,5.6,4.5
2023-11,G24.DE,Scout24,Online marketplaces,62.23524475097656,10.306790286352442,5.6,4.5
2023-11,SIE.DE,Siemens,Electrical engineering,146.3135223388672,23.23944010435661,5.6,4.5
2023-11,ENR.DE,Siemens Energy,Energy technology,10.880000114440918,29.988055713266924,5.6,4.5
2023-11,SHL.DE,Siemens Healthineers,Hospitals,51.09770584106445,14.29188081353554,5.6,4.5
2023-11,SY1.DE,Symrise,Consumer goods,100.92193603515625,7.276500532407093,5.6,4.5
2023-11,VOW3.DE,Volkswagen,Automotive industry,92.3512954711914,6.601222323654921,5.6,4.5
2023-11,VNA.DE,Vonovia,Real estate,23.699377059936523,17.603689174445748,5.6,4.5
2023-11,ZAL.DE,Zalando,Fashion,21.860000610351562,-0.591173997815786,5.6,4.5
