Date,ADS.DE,AIR.PA,ALV.DE,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,BNR.DE,CBK.DE,CON.DE,DTG.DE,DBK.DE,DB1.DE,DHL.DE,DTE.DE,EOAN.DE,FRE.DE,FME.DE,G1A.DE,HNR1.DE,HEI.DE,HEN3.DE,IFX.DE,MBG.DE,MRK.DE,MTX.DE,MUV2.DE,PAH3.DE,QIA.DE,RHM.DE,RWE.DE,SAP.DE,G24.DE,SIE.DE,ENR.DE,SHL.DE,SY1.DE,VOW3.DE,VNA.DE,ZAL.DE
2023-11-16,447878.0,762024,646724.0,2622731.0,2669872.0,208601.0,916067.0,288604.0,5053505.0,328666.0,1625023.0,8068646.0,212006.0,1914353.0,4057611.0,4773145.0,1001432.0,514663.0,332072.0,101728.0,310988.0,449352.0,7871026.0,2201153.0,210718.0,109205.0,217548.0,892318.0,336658.0,133806.0,1802037.0,1428457.0,101139.0,3277537.0,7535950.0,602161.0,263960.0,874273.0,2454735.0,1449002.0
2023-11-17,582988.0,1069193,909888.0,2231584.0,2786985.0,204347.0,1065274.0,318854.0,7302464.0,300807.0,1367953.0,15043196.0,371429.0,2185296.0,6678818.0,3715989.0,1391915.0,687750.0,300682.0,150498.0,359137.0,506815.0,5195578.0,2603266.0,355764.0,129204.0,317327.0,556200.0,460982.0,241097.0,1705376.0,1853622.0,177269.0,2249398.0,10623278.0,621104.0,341050.0,842136.0,2689544.0,1378887.0
2023-11-20,460639.0,821385,592225.0,1803183.0,37388007.0,210467.0,623628.0,269697.0,4327753.0,212526.0,1358563.0,9682416.0,252575.0,1877234.0,4860535.0,3827868.0,934699.0,452701.0,260713.0,102684.0,265199.0,539937.0,2786514.0,2028002.0,465807.0,99239.0,208046.0,854053.0,455617.0,167697.0,1901519.0,2041957.0,126346.0,1438680.0,6150590.0,526234.0,283757.0,633967.0,1991561.0,909805.0
2023-11-21,581169.0,703963,656235.0,2173985.0,11142832.0,158366.0,1004938.0,188434.0,3301043.0,255594.0,1436945.0,9224241.0,287868.0,1908225.0,4589540.0,3820504.0,864494.0,312166.0,1289276.0,130686.0,273271.0,458906.0,4574522.0,2239459.0,489338.0,122436.0,218952.0,645517.0,553099.0,466523.0,1729473.0,1771227.0,177100.0,1491139.0,7710121.0,551510.0,304677.0,926742.0,2823689.0,751898.0
2023-11-22,449628.0,743890,627214.0,1635008.0,9749377.0,234691.0,911571.0,151622.0,4178239.0,279434.0,903670.0,4878335.0,300843.0,1623077.0,4718651.0,3254040.0,756043.0,415292.0,416468.0,111553.0,228933.0,313689.0,4760153.0,1687437.0,394892.0,105989.0,207908.0,544379.0,656803.0,221178.0,1968553.0,1901856.0,207848.0,1361009.0,4168346.0,568498.0,403105.0,638384.0,1745485.0,634423.0
2023-11-23,241488.0,695308,582447.0,899500.0,3970166.0,100541.0,485700.0,103779.0,3679728.0,147558.0,700273.0,3374019.0,229455.0,1414161.0,4575459.0,2239273.0,517607.0,143542.0,279675.0,75826.0,166921.0,252214.0,1848553.0,1324102.0,187394.0,84799.0,146048.0,814974.0,410242.0,403874.0,1043919.0,1475812.0,116669.0,766912.0,2152238.0,415190.0,293793.0,421488.0,1013164.0,582909.0
2023-11-24,300657.0,713509,688501.0,2484761.0,4357645.0,0.0,824509.0,155625.0,2727098.0,451169.0,1514839.0,3585519.0,254997.0,1941313.0,4657099.0,3032718.0,763639.0,310757.0,545310.0,115876.0,0.0,221788.0,2636781.0,2059372.0,152752.0,100449.0,175626.0,861446.0,369353.0,159783.0,1069494.0,1387580.0,111017.0,1081541.0,2588124.0,423832.0,215137.0,622611.0,1318422.0,1206625.0
2023-11-27,288531.0,725870,615520.0,3288239.0,5741503.0,155877.0,623769.0,251507.0,2846717.0,248287.0,1607533.0,4675058.0,355782.0,2381227.0,5346137.0,3620174.0,731344.0,221243.0,296204.0,96009.0,222889.0,293048.0,2406649.0,1800473.0,234553.0,124307.0,158840.0,819743.0,465846.0,319954.0,1280367.0,1298530.0,162422.0,881056.0,2006874.0,341463.0,185015.0,708142.0,1988857.0,948085.0
2023-11-28,334517.0,895788,499222.0,2110117.0,7371246.0,158254.0,574852.0,308647.0,4601530.0,344268.0,1439703.0,4447592.0,373616.0,1973359.0,5357374.0,4813330.0,1031160.0,518565.0,358845.0,79114.0,301207.0,262727.0,3741104.0,2082850.0,279244.0,107192.0,155309.0,650990.0,372820.0,235733.0,4713615.0,1137430.0,215952.0,912969.0,3137724.0,493912.0,206310.0,659620.0,2232846.0,1616633.0
2023-11-29,739654.0,914186,652810.0,2221343.0,4747728.0,145459.0,1179280.0,221963.0,5886660.0,404013.0,1357656.0,9561223.0,239107.0,2462662.0,4356956.0,3787587.0,1127092.0,401131.0,327690.0,93431.0,370817.0,305728.0,6910159.0,3050584.0,301883.0,93205.0,247526.0,1275470.0,412377.0,154911.0,2245076.0,1563184.0,247509.0,1242786.0,3847352.0,704128.0,320900.0,1148021.0,3068646.0,1355003.0
