ADS.DE,AIR.PA,ALV.DE,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,BNR.DE,CBK.DE,CON.DE,DTG.DE,DBK.DE,DB1.DE,DHL.DE,DTE.DE,EOAN.DE,FRE.DE,FME.DE,G1A.DE,HNR1.DE,HEI.DE,HEN3.DE,IFX.DE,MBG.DE,MRK.DE,MTX.DE,MUV2.DE,PAH3.DE,QIA.DE,RHM.DE,RWE.DE,SAP.DE,G24.DE,SIE.DE,ENR.DE,SHL.DE,SY1.DE,VOW3.DE,VNA.DE,ZAL.DE
14.916263932338225,7.855558806310281,4.391135030419169,-1.9524465537992586,-22.872603332263786,3.748478985221171,9.083648621746176,13.063315499528372,10.788179838693,15.592453902076219,0.7089777443945788,10.332165328673003,12.306720581903075,17.083793544812732,7.326003180747387,6.372556895780024,20.00824538510968,20.146870613811195,4.623037148361142,5.136816665761512,9.22897207185558,6.051689234410373,29.390339367169418,7.486924077028045,12.504386476654528,6.073439216794974,3.2496741350799274,6.429410357812748,7.203870115355837,2.0710111085383343,8.967609550836064,14.786178613949374,10.306790286352442,23.239432184724397,29.988055713266924,14.29188081353554,7.276508642187562,6.601222323654921,17.603689174445748,-0.591173997815786
-4.15321285632918,2.628491112261022,4.921928297154299,14.279009580955382,7.238531114824331,5.439011218301304,5.4294488501841265,4.969724406987752,-4.3130316039377785,8.307525275229821,14.046257492493064,8.209355372878612,6.9994141849972324,4.2170104671863,-1.0238874704198708,1.8014103593222641,-3.5063569248233506,0.8769593820190602,11.773409925940935,-1.2328691380455004,8.208554816404746,0.9141423094016776,6.329127777560717,4.984887044086994,-10.021849812944527,3.9946739661494313,-4.017397898973741,3.2545709542965096,4.648069460519011,3.9855098110794573,4.597423975078163,-4.1242744942197485,0.2500092555157263,10.33766154127893,10.294116486933834,-0.6422342378553325,-3.449611321888102,5.055445960562821,11.833856070586313,-1.8755710702860529
-4.365781117110956,5.737588937591109,2.4178640320827727,-8.856096084401921,-14.064829669260137,0.11053785875967392,-3.9690527776523266,-1.1535708483340068,-0.7434902628519313,-0.9360524779631452,-2.2339870244710958,-2.669038986203831,-0.9383364604149458,-0.7468526673088616,4.574716370893106,3.374498045938057,-6.9469154345415,-5.163333082320031,-1.3000754366462086,2.7276832880714474,6.103276449350892,-2.415593629682844,-10.7275237599614,0.4796144912633471,5.759882554937978,9.449423630654996,5.091974984744563,0.38860782888603396,2.614648902828054,13.17071510420802,-16.634284436939527,15.285347813251349,6.639648448486435,-1.9067848474597637,16.375001271565747,-1.4068373640856224,-3.7133668318101165,7.191411172816919,1.7869640307919932,-12.913754588529336
6.245748563325759,3.477672980966884,2.4414880297410457,5.881704119494757,-2.8027707510702493,-2.4291477647873982,12.853913339935396,2.577196289139061,0.1404427729765345,-2.7821375530720394,13.589899529571792,2.7256063849451895,4.790261197412082,-3.616352052770444,-3.34140053725559,-5.971338885640964,-0.9188433072916946,-1.7222118107437678,0.18817911022708245,6.7956853520583005,4.448072132058178,-2.1659681825147103,-0.8780770253806192,17.167853593552064,3.5433127097119987,4.024333085725718,9.18315179066147,6.193546643147063,-1.9057026074357442,30.54188245657301,-9.699984385223527,7.512440222935002,-1.7831215107293463,12.880078301675368,1.7185805119643183,7.018887422699582,-1.438402259197502,4.589454804807658,-11.187611540213304,4.496788751952785
10.624202896277657,11.625476870614083,9.434697381961588,12.437591351061439,1.210396560666105,1.8106359423678553,-2.069223625213057,-7.466218994770168,19.0275884008412,-9.692227796178454,24.298575746436036,17.958253650659305,-2.0402967344944067,-6.9797209961489415,2.3425079195000587,9.1024547558616,-3.400308221095294,0.7631394286878868,5.151581144912631,6.911075824364965,13.656631585391033,7.1017821436898165,-4.774143366499894,0.2308555805104806,3.675536515521105,5.8029653481284305,5.088287613120657,-0.52653335813444,0.0,22.877348226961615,1.483870028895784,4.384537588128246,3.958348948916557,-3.2688357155380654,19.71136397113076,2.1982038771483525,17.332904200847853,-1.994576309039564,6.2015538434275985,35.70696285809933
9.37197881623173,-7.817817845739583,-4.031669670740801,-0.4972473661263299,-3.411034965599158,4.923458234417155,-4.216541834547172,-4.12397577410355,9.662214180547423,-5.740356188486406,-9.902041629847213,2.935130066066449,-4.481936499145622,-1.6409983407895234,-1.1199692575525555,-3.7640703120652708,11.880001633935745,11.079934956285298,-3.2916429035638073,-8.395737955492022,-7.170172091635962,2.507610892138157,3.823585510820049,-3.8883510966200463,-7.615424908261392,-3.6564560407701063,-5.51691218065129,-2.4226341790662187,-1.4002758095520207,-0.7293519038563789,3.719017179173134,-5.962538957120733,-1.0878909853899277,-0.5990057281467065,13.496031693955612,-6.408025319378718,-9.2383920739307,-6.260170532503794,-0.8029148822073173,-6.9082670423473935
2.5643982102401486,0.7887233818718808,6.006024343772354,-1.5156120351030644,3.2541083570860163,2.7036676389550873,-3.4166265345030755,-9.02246946781473,14.180745740690526,2.3011182928213803,-2.9341917265797712,4.402008516907463,3.1404334627479935,3.272069969621594,3.722665380358503,3.110502621480782,4.68359431993739,1.8443559573555923,3.7398343449756677,1.3265788626508401,4.269884834772708,11.630414844941207,12.545832505362831,0.895530453363591,11.782482007620132,1.7261420402933103,11.086844895460125,5.403713919276698,0.7420705246194093,3.176994215792228,10.095020071417625,-0.9666722527743143,0.1447089601358309,0.20465665124795862,28.601039771877133,2.456815159972958,9.771364051270904,7.967271706132495,9.394327801324032,-1.6626109081470108
-3.671701579787978,-17.72930949332221,-3.2799012919773385,-6.661840076393155,-6.586404078275676,-5.403537573055384,-5.151322893050148,-4.577154662251559,-8.719432260794335,-15.00642570168802,-5.105947087626328,-2.0885308034538586,4.483336048767783,-2.2503834997178895,5.33871374038406,-0.20357726186931435,-4.781429173804142,-8.728948428273108,1.6196514070205614,3.7248029588152543,1.149185024977939,0.12030914474367993,-6.843174779326533,-2.756028807163624,-7.057057057057059,4.5076557039890774,1.9873362430964825,-11.861959496920726,-2.0828073952802284,-9.871154198407982,-8.295057482785484,14.196186448933235,4.647736675344594,-1.4410462746355712,-2.054795467979753,0.7868122994983517,4.52675666790554,-8.347822926283966,-7.812496869976638,-9.731961279800261
3.7219714962894335,9.122100278274026,0.5009534259051263,-4.614370110426435,4.226693792404701,-1.720981032550306,-2.896577965033953,4.542569614324687,6.3799822378574955,7.183361262548615,-3.8471770710199804,-3.166082315444463,-0.8895989263248971,9.155862004290283,2.9386756644600665,5.79355134251025,19.04591250684513,0.33558011321208614,4.987139665969553,-2.9573300716035367,-0.3511665013252063,-4.95073705915956,-6.573385767836493,-5.281090136512279,7.140553290950202,9.5896213108843,-2.441110282843151,-2.0848087472550847,7.081702980409066,5.907077857189935,7.949919526786786,2.9020742088370577,2.8089887640449396,-2.475246367744366,10.695188969922654,-7.750931127596072,2.143477708078967,-2.087294184582422,7.0056463731671625,8.314297604251554
0.3026356182868506,-0.8145122022997331,7.7070566562652765,6.380511598145877,1.3456964521787684,-2.5707945438640523,-2.330463471974742,2.12701218226945,-11.332009989081214,7.724871077013851,-3.0218307106189,2.1612627685087427,7.12777345187019,-4.969698171277493,6.371527745343264,-1.195527417917186,0.542339242002865,-2.842808797850982,3.8197922923958183,11.580324007232168,-0.8499189062736168,4.627061203054805,2.9641162037519653,1.9293688384439678,6.061523426330129,3.1715609225317465,7.39683836553271,-1.5969085870957356,0.4602821871556806,7.5823793475769286,-5.392865334185548,1.384471781801011,-5.601098165277419,0.29511668436985605,-3.1958402646898088,5.943990741351524,1.9700238337855502,-6.802317540932257,9.750089106338699,-1.1387539470292807
